PUBLICATION_ID,MCZBASE.GET_PUBLICATION_AUTHORS_ALL(P.PUBLICATION_ID),PUBLISHED_YEAR,PUBLICATION_TITLE,JOURNAL_NAME,JOURNAL_ABBREVIATION,VOLUME_NUMBER,ISSUE_NUMBER,BEGINS_PAGE_NUMBER,ENDS_PAGE_NUMBER,PUBLISHER_NAME, 
2471,"Raymond, P.E.",1916,"New and old Silurian trilobites from southeastern Wisconsin, with notes on the genera of the lllaenidae",Harvard Univ.Mus.Comp.Zoology Bull,Harvard Univ.Mus.Comp.Zoology Bull,60,1,27,,, 
2142,"Matsumoto, T.",1959,no article title available,"Mem. of the Faculty of Science, Kysushu Univ.,Series D: Geology, Spec. Vol. I","Mem. of the Faculty of Science, Kysushu Univ.,Ser",,,47,52,, 
2317,"Shaw, A.B.",1962,no article title available,Jour.Paleontology,Jour.Paleontology,36,2,315,,, 
1100,"Cooper, B.N.",1953,Trilobites from the Lower Champlainian Formations of the Appalachian Valley,Geol.Soc.Amer.Mem. 55,Geol.Soc.Amer.Mem. 55,,,21,,, 
3797,"Buckman, S.S.",1898,no article title available,"Ammonites of the Inferior Oolite Series, pt.10,supp.","Ammonites of the Inferior Oolite Series, pt.10,su",,,19,6,, 
5015,"Kier, P.M.",1984,no article title available,Smithsonian Contr.Paleobiology,Smithsonian Contr.Paleobiology,55,55,68,10,, 
1494,"Briggs, D.E.",1976,no article title available,"Canada Geol. Survey Bull.,","Canada Geol. Survey Bull.,",264,264,6,6,, 
5168,"Ludvigsen, R.",1986,no article title available,Jour. Paleontology,Jour. Paleontology,60,,64,1,, 
3969,"Hall, J.",1859,no article title available,Iowa Geol.Survey Rept.Suppl.to,Iowa Geol.Survey Rept.Suppl.to,1,,83,,, 
1757,"Scudder, S. H.",1890,no article title available,Boston Soc.Nat.Hist.Mem.,Boston Soc.Nat.Hist.Mem.,4,9,435,436,, 
3141,"Whittington, H.B.",1953,no article title available,Jour.Paleontology,Jour.Paleontology,27,5,654,,, 
3253,"Whittard, W.F.",1955,"The Ordovician trilobites of the Shelve Inlier, West Shropshire, Part I",Palaeontographical Soc.London,Palaeontographical Soc.London,109,,10,,, 
5591,"Hitchcock, E.",1858,no article title available,Ichnology of New England,Ichnology of New England,,,163,,, 
5605,"Kindle, C.H. and H.B. Whittington",1965,New Cambrian and Ordovician Fossil Localities In Western Newfoundland,Geol. Soc. Amer. Bull.,Geol. Soc. Amer. Bull.,76,6,686,,, 
1118,"Springer, F.",1911,Some new American fossil crinoids.,Harvard Univ.Mus.Comp.Zoology Mem.,Harvard Univ.Mus.Comp.Zoology Mem.,25,3,151,,, 
1122,"DeKoninck, L. and LeHon, H.",1854,no article title available,Recherches Crinoides Carb.de Belgique,Recherches Crinoides Carb.de Belgique,,,82,,, 
4093,"Newell, N.D. and Boyd, D.W.",1970,no article title available,Am.Mus.Nat.History Bull.,Am.Mus.Nat.History Bull.,143,4,253,,, 
4270,"Rogers, W.B. and H.D. Rogers",1839,"Contributions to the geology of the tertiary formations of Virginia.--Second Series--Continued: Being a description of several species of Meiocene and Eocene shells, not before described","Am.Philos.Soc.Trans.,Ser.2","Am.Philos.Soc.Trans.,Ser.2",6,,372,,, 
4315,"Smith, J.T.",1991,no article title available,U.S. Geol.Survey Prof.Paper,U.S. Geol.Survey Prof.Paper,1391,1391,75,,, 
4327,"Oliver, W.A.",1975,no article title available,U.S.Geol.Survey Prof. Paper 743-D,U.S.Geol.Survey Prof. Paper 743-D,,,,4,, 
2684,"Haynes, W.P.",1916,"The fauna of the Upper Devonian in Montana. Part 2. The stratigraphy of the Brachiopoda
",Carnegie Mus.Annals,Carnegie Mus.Annals,10,,36,38,, 
2617,"Foerste, A.F.",1886,no article title available,Geo.Nat.Hist.Survey Minnesota 15th Annual Report,Geo.Nat.Hist.Survey Minnesota 15th Annual Report,,,480,,, 
2621,"Raymond, P.E.",1924,no article title available,Proc.Boston Soc.Nat.Hist.,Proc.Boston Soc.Nat.Hist.,37,4,,,, 
2639,"Schevill, W.E.",1950,no article title available,"J. of Paleontology,","J. of Paleontology,",24,1,99,101,, 
5677,"Johnson, J.G.",1966,no article title available,Paleontology,Paleontology,9,,365,,, 
2708,"Raymond, P.E.",1921,no article title available,"Canada Geol.Survey,Mus.Bull.","Canada Geol.Survey,Mus.Bull.",31,31,14,,, 
4672,"Vaughan, W.T. and T.W. Vaughn",1899,The geology and physical geography of Jamaica: a study of a type of Antillean development,Harvard Univ.Mus.Comp.Zool.Bull.,Harvard Univ.Mus.Comp.Zool.Bull.,34,2,236,237,, 
1489,"Thomas, R.D.",1975,no article title available,Paleontology,Paleontology,18,,218,5,, 
7548,"Butterfield, N.J.",1990,no article title available,"Paleobiology,","Paleobiology,",16,3,278,,, 
7418,"Kier, P.M.",1958,no article title available,Smithsonian Misc.Colln.,Smithsonian Misc.Colln.,135,9,11,,, 
6659,"Jackson, R.T.",1922,no article title available,Carnegie Inst.Washington Pub.,Carnegie Inst.Washington Pub.,306,306,,,, 
7546,"Conway Morris, S. et al",1982,no article title available,Atlas of the Burgess Shale,Atlas of the Burgess Shale,,,27,,, 
7280,"Clark, H.L.",1923,Two new genera of sea urchins,Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,65,10,346,348,, 
7303,"Rudkin, D.M. and Tripp, R.P.",1989,no article title available,Royal Ontario Mus.Life Sci.Contr. 152,Royal Ontario Mus.Life Sci.Contr. 152,,,5,1,, 
7165,"Phleger, F.B.",1936,no article title available,Southern California Acad.Sci.Bull.,Southern California Acad.Sci.Bull.,35,,82,,, 
8093,"Haugh, B.N.",1975,no article title available,"Paleobiology,","Paleobiology,",1,3,261,272,, 
8150,"Briggs, D.E.",1992,no article title available,"Acta Zoologica,","Acta Zoologica,",73,,296,,, 
9252,"Thomas, R.D.",1976,no article title available,Jour. Paleontology,Jour. Paleontology,50,,488,,, 
11267,"Miller, S.A.",1875,Some Remarks on Plumulites jamesi of Hall and Whitfield.,,,,,,,, 
2852,"Jackson, R.T.",1912,"Phylogeny of the Echini, with a Revision of Palaeozoic Species",Boston Soc.Nat.Hist.Mem.,Boston Soc.Nat.Hist.Mem.,7,,456,,, 
1959,"D'Orbigny, A.",1854,no article title available,"Paleontologie Francaise,","Paleontologie Francaise,",6,,250,9,, 
4866,"Miller, S.A.",1875,no article title available,Cincinnati Quart.Jour.Sci.,Cincinnati Quart.Jour.Sci.,2,1,13,,, 
5040,"Kier, P.M.",1967,no article title available,Smithsonian Misc.Colln.,Smithsonian Misc.Colln.,152,2,63,,, 
2143,"Anderson, F.M.",1958,Upper Cretaceous of the Pacific Coast,GSA Memoir 71,GSA Memoir 71,,,226,,, 
3642,"Katz, S.G.",1978,no article title available,Jour. Paleontology,Jour. Paleontology,52,3,681,,, 
3837,"Walcott, C.D.",1884,no article title available,New York State Mus.Ann.Rept.,New York State Mus.Ann.Rept.,35,35,212,,, 
1156,"Hall, J.",1861,no article title available,Boston Soc.Nat.Hist.Jour.,Boston Soc.Nat.Hist.Jour.,7,2,271,,, 
3917,"Kummel, B.",1961,The Spitsbergen arctoceratids,"Bull. of the MCZ,","Bull. of the MCZ,",123,9,511,512,, 
4816,"Petuch, E.J.",1988,no article title available,Field Guide to the Ecphoras,Field Guide to the Ecphoras,,,67,,, 
874,"Rudwick, M.J.S.",1964,no article title available,Palaeontology,Palaeontology,7,,135,,, 
4996,"Kobayashi, T.",1937,no article title available,Japanese Jour.Geology and Geography,Japanese Jour.Geology and Geography,14,3,177,,, 
3558,"Whittington, H.B.",1966,"The Ordovician Trilobites of the Bala Area, Merioneth",Paleontographical Soc.London Mono. Part III,Paleontographical Soc.London Mono. Part III,120,,72,74,, 
14533,"Rolfe, W.D.I.",1963,"Catalogue of type specimens in the invertebrate paleontological collections of the Museum of Comparative Zoology Arthropoda (Trilobita, Arachnida and Insecta excluded)",,,,,,,, 
1735,"Whittington, H.B.",1941,no article title available,Jour. Paleontology,Jour. Paleontology,15,5,502,,, 
1860,"Hall, J.",1861,no article title available,Iowa Geol.Survey Bull.,Iowa Geol.Survey Bull.,,,1,,, 
1435,"Shaw, A.B.",1953,no article title available,Jour.Paleontology,Jour.Paleontology,27,1,141,,, 
5474,"Hyatt, A. and Smith, J.P.",1905,Triassic Cephalopod Genera of America,U.S.Geol.Survey Prof.Paper #40 Triassic Cephalopod Genera of America,U.S.Geol.Survey Prof.Paper #40 Triassic Cephalopo,,,87,267,, 
1084,"Whittington, H.B.",1965,"Trilobites of the Ordovician Table Head formation, western Newfoundland",Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,132,4,326,,, 
4157,"Shimer, H.W.",1907,no article title available,Am.Jour.Sci.,Am.Jour.Sci.,23,135,199,200,, 
2582,"Brooks, H.K.",1962,no article title available,Bulls.Am.Paleontology,Bulls.Am.Paleontology,44,202,177,,, 
2625,"Rasetti, F.",1954,no article title available,Jour.Paleontology,Jour.Paleontology,28,5,583,,, 
3338,"Butterfield, N.J.",2002,no article title available,Paleobiology,Paleobiology,28,1,165,,, 
5727,"Agassiz, L.",1840,no article title available,Soc.Sci.Nat. Helvetica Mem.,Soc.Sci.Nat. Helvetica Mem.,3,2,58,,, 
5739,"Desor, E.",1842,no article title available,"Echinites, Monographie des Galerites","Echinites, Monographie des Galerites",,,22,7,, 
6339,"Foerste, A.F.",1928,no article title available,Denison Univ.Sci.Lab.Jour.,Denison Univ.Sci.Lab.Jour.,23,7,250,252,, 
6405,"Whittington, H.B.",1961,no article title available,Natural History Mag.,Natural History Mag.,70,7,12,,, 
7541,"Conway Morris, S.",1977,no article title available,"Palaeontology,","Palaeontology,",20,,624,25,, 
7568,"Conway Morris, S. and Peel, J.S.",1995,no article title available,Royal Soc. London Philos. Trans.,Royal Soc. London Philos. Trans.,347,1321,334,,, 
7176,"Ulrich, E.O.",1878,no article title available,Cincinnati Soc.Nat.Hist.Jour.,Cincinnati Soc.Nat.Hist.Jour.,1,2,90,,, 
7947,"Lieberman, B.S.",2001,no article title available,Jour. Paleontology,Jour. Paleontology,75,1,111,,, 
6176,"Shaw, A.B.",1952,no article title available,Jour.Paleontology,Jour.Paleontology,26,3,478,,, 
6308,"Stewart, R.",1930,Gabb's California Cretaceous and Tertiary Type Lamellibranchs,"Acad. Nat. Sciences Phila.,Special Publication,","Acad. Nat. Sciences Phila.,Special Publication,",3,3,174,5,, 
7256,"Ormiston, A.R.",1982,no article title available,Jour.Paleontology,Jour.Paleontology,56,5,1259,9,, 
7046,"Buckman, S.S.",1890,no article title available,"Ammonites of the Inferior Oolite Series,pt.4","Ammonites of the Inferior Oolite Series,pt.4",,,211,212,, 
8901,"Bronn, H.G.",1832,no article title available,"Neues Jahrbuch fur Mineralogie,Geognosie,Geologie und Petrefakten-Kunde (NEU5230.a)","Neues Jahrbuch fur Mineralogie,Geognosie,Geologie",,,163,4,, 
4867,"Hyatt, A.",1889,no article title available,Smithsonian Contr.Knowledge,Smithsonian Contr.Knowledge,26,673,153,30,, 
5096,"Schopf, K. and Morris, P.",1994,no article title available,Jour.Paleontology,Jour.Paleontology,68,1,48,,, 
894,"Schultze, L.",1866,no article title available,Monogr.Echin.Eifler Kalkes,Monogr.Echin.Eifler Kalkes,,,66,,, 
2148,"Kobayashi, T.",1935,no article title available,"Jour.Faculty Sci.Imp.Univ.Tokyo sec II,","Jour.Faculty Sci.Imp.Univ.Tokyo sec II,",4,,134,136,, 
2153,"Kummel, B.",1960,"Middle Triassic nautiloids from Sinai, Egypt and Israel",Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,123,7,291,292,, 
3382,"Walcott, C.D.",1916,no article title available,"Smithsonian Misc. Collections,","Smithsonian Misc. Collections,",64,3,179,,, 
4363,"Clark, H.L.",1937,no article title available,Jour.Paleontology,Jour.Paleontology,11,3,248,249,, 
4836,"Malinky, J.M.",1988,no article title available,Jour.Paleontology,Jour.Paleontology,62,2,230,2,, 
2339,"Gass,K. et al.",1992,no article title available,Jour. Paleontology,Jour. Paleontology,66,1,82,,, 
2341,"Gass, K.",1999,no article title available,Jour.Paleontology,Jour.Paleontology,75,5,977,978,, 
888,"Bodenbender, B.E.",1995,no article title available,Michigan Univ. Mus. Paleontology Contr.,Michigan Univ. Mus. Paleontology Contr.,29,9,205,,, 
2727,"Clark, T.H.",1924,no article title available,Bulls.Am.Paleontology,Bulls.Am.Paleontology,10,41,5,,, 
909,"Walcott, C.D.",1921,no article title available,Smithsonian Misc.Colln.,Smithsonian Misc.Colln.,67,7,398,,, 
5138,"Rasetti, F.",1944,no article title available,Jour.Paleontology,Jour.Paleontology,18,3,234,,, 
1683,"White, C.A.",1862,no article title available,Boston Soc.Nat.Hist. Proc.,Boston Soc.Nat.Hist. Proc.,9,,8,,, 
3088,"Kennedy, W.J., R.A. Reyment, N. MacLeod and Kreiger",2009,Species discrimination in the ammonite genus <i>Knemiceras</i> Bohm,"PALAEONTOGRAPHICA,","PALAEONTOGRAPHICA,",290,,7,,, 
995,Frank Springer,1920,no article title available,"The Crinoidea Flexibilia, Smithsonian Inst.pub.2501","The Crinoidea Flexibilia, Smithsonian Inst.pub.25",,,453,,, 
5599,"Faul, H.",1949,no article title available,Nature,Nature,164,4157,32,,, 
1079,"Raymond, P.E.",1914,"Notes on the ontogeny of <i>Paradoxides</i>, with the description of a new species from Braintree, Mass.",Harvard Univ.Mus.Comp.Zoology Bull,Harvard Univ.Mus.Comp.Zoology Bull,58,4,229,,, 
1091,"Holliday, S.",1942,no article title available,Jour. Paleontology,Jour. Paleontology,16,4,473,,, 
1184,"Hall, J.",1858,no article title available,Iowa Geol.Survey Rept.,Iowa Geol.Survey Rept.,1,,621,,, 
4253,"Whittard, W.F.",1958,"The Ordovician Trilobites of the Shelve Inlier, West Shropshire, Part 3",Palaeontographical Soc.London Mono.Part III,Palaeontographical Soc.London Mono.Part III,,,104,108,, 
4324,"Okulitch, V.J.",1936,no article title available,Royal Soc.Canada Trans. 3rd ser.,Royal Soc.Canada Trans. 3rd ser.,30,,65,67,, 
5644,"Haynes, W.P.",1913,no article title available,Science,Science,37,944,10,,, 
2489,"Whittington, H.B.",1957,no article title available,Biological Reviews,Biological Reviews,32,4,437,,, 
5664,"Sutherl, , P.K. and Harlow, F.H.",1973,no article title available,New Mexico Bur.Mines and Mineral Resources Mem. 27,New Mexico Bur.Mines and Mineral Resources Mem. 2,,,82,84,, 
1424,"Miller A.K. and Kemp, A.H.",1947,no article title available,Jour. Paleontology,Jour. Paleontology,21,4,351,,, 
2672,"Meyer, H.von",1847,no article title available,Palaeontographica,Palaeontographica,1,,141,144,, 
4631,"Stewart, R.",1927,no article title available,"Proc. Acad. Nat. Sciences Phila.,","Proc. Acad. Nat. Sciences Phila.,",78,,343,,, 
4653,"Meek, F.B.",1872,no article title available,Proc.Acad.Nat.Sci. Philadelphia 1871,Proc.Acad.Nat.Sci. Philadelphia 1871,,,330,331,, 
1891,"Billings, M. and Cleaves, A.",1935,no article title available,Am.Jour.Sci.,Am.Jour.Sci.,30,,531,532,, 
14249,Raymond P.E.,1935,Leanchoilia and other mid-Cambarian arthropoda,,,,,,,, 
7144,"Schuchert, C.",1915,no article title available,U.S.Natl.Mus.Bull.,U.S.Natl.Mus.Bull.,88,88,272,,, 
7157,"Briggs, D.E. and W.D.I. Rolfe",1983,no article title available,Palaeontology Spec.Paper,Palaeontology Spec.Paper,30,30,268,,, 
9224,"Copper, P.",1996,no article title available,"Jour. Paleontology,","Jour. Paleontology,",70,,595,,, 
9283,"Brower, J.C.",2006,no article title available,Jour. Paleontology,Jour. Paleontology,80,3,432,433,, 
6395,"Runnegar, B.",1974,no article title available,Am.Mus.Novitates,Am.Mus.Novitates,2533,2533,7,9,, 
7252,"Billings, E.",1859,no article title available,"Canadian Jour. n.s.,","Canadian Jour. n.s.,",4,20,119,,, 
8233,"Kummel, B.",1960,no article title available,"J. of Paleontology,","J. of Paleontology,",34,4,692,3,, 
9443,"Budil, P., Thomas, A.T. and Horbinger,F.",2008,no article title available,"Bull.Geosci.Czech Geol.Survey,","Bull.Geosci.Czech Geol.Survey,",83,1,6,,, 
7077,"Galloway, J.J. and Kaska, H.V.",1957,Genus Pentremites and its Species,GSA Memoir 69,GSA Memoir 69,,,47,48,, 
6866,"Rigby, J.K.",1967,no article title available,"J. of Paleontology,","J. of Paleontology,",41,2,511,514,, 
8962,"Miller, S.A.",1879,no article title available,Cincinnati Soc.Nat.Hist.Jour.,Cincinnati Soc.Nat.Hist.Jour.,2,2,109,,, 
7971,"Furnish, W.M. and Glenister, B.F.",1964,no article title available,"Treatise on Invertebrate Paleontology,pt.K,","Treatise on Invertebrate Paleontology,pt.K,",3,3,,,, 
9281,"Hudson, G.H.",1917,no article title available,New York State Mus. Bull.,New York State Mus. Bull.,,,162,,, 
8700,"Brower, J.C.",1965,no article title available,"Jour.Paleontology,","Jour.Paleontology,",41,3,675,676,, 
1496,"Davis, W.J.",1887,no article title available,Kentucky Geol.Survey Mon. pt.2,Kentucky Geol.Survey Mon. pt.2,,,,,, 
1276,"Geinitz, H.B.",1866,no article title available,Nova Acta K.Leop.Car.Deutsch Akad,Nova Acta K.Leop.Car.Deutsch Akad,33,,2,,, 
3355,"Brookes, J.B.",1937,no article title available,Jour.Paleontology,Jour.Paleontology,11,3,186,,, 
4357,"D'Orbigny, A.D.",1840,no article title available,Hist.Nat.des Crinoides,Hist.Nat.des Crinoides,,,74,,, 
1110,"Shaw, A.B.",1950,no article title available,Jour.Paleontology,Jour.Paleontology,24,5,579,,, 
2283,"Young, K.",1966,Texas Mojsisovicziinae (Ammonoidea) and the Zonation of the Fredericksburg,GSA Memoir 100,GSA Memoir 100,,,88,9,, 
2343,"Rasetti,F. and Theokritof, G.",1967,no article title available,Jour. Paleontology,Jour. Paleontology,41,1,194,3,, 
2641,"Bradley, J.H.",1925,no article title available,Canadian Field Naturalist,Canadian Field Naturalist,39,1,8,,, 
2365,"Whittington, H.B.",1956,Silicified Middle Ordovician trilobites: The Odontopleuridae,Harvard Univ.Mus.Comp.Zoology Bull,Harvard Univ.Mus.Comp.Zoology Bull,114,5,279,282,, 
5142,"Ludvigsen, R., et al",1989,no article title available,Palaeontographica Canadiana,Palaeontographica Canadiana,6,6,12,13,, 
3086,"Hyatt, A.",1903,no article title available,"Monographs of the USGS,","Monographs of the USGS,",44,,146,9,, 
4082,"Cisne, J.L.",1981,"Triarthrus eatoni (Trilobita): Anatomy of its exoskeletal, skeletomuscular, and digestive systems",Palaeontographica Americana,Palaeontographica Americana,9,53,101,,, 
4135,"Smith, M.",1937,no article title available,"Nautilus,","Nautilus,",51,3,89,,, 
2595,"Walcott, C.D.",1912,no article title available,U.S.Geol.Survey Mon.,U.S.Geol.Survey Mon.,51,,645,,, 
3723,"Clark, T.H.",1923,no article title available,Boston Soc. Nat. Hist. Proc.,Boston Soc. Nat. Hist. Proc.,36,8,478,1,, 
1277,"Lalicker, C.G.",1935,no article title available,Jour.Paleontology,Jour.Paleontology,9,8,744,745,, 
2870,"Berry, W.B.N.",1960,no article title available,Univ.Texas Pub.6005,Univ.Texas Pub.6005,,,,,, 
2873,"Kirk, E.",1942,no article title available,Jour.Paleontology,Jour.Paleontology,16,3,383,,, 
6654,"Cutress, B.M.",1980,no article title available,Bulls.Am.Paleontology,Bulls.Am.Paleontology,77,309,116,120,, 
7322,"Whittington, H.B.",1949,no article title available,Am.Jour.Sci.,Am.Jour.Sci.,247,,278,,, 
6154,"Smith, J.P.",1903,no article title available,"Monographs of the USGS,","Monographs of the USGS,",42,,126,7,, 
6862,"Whittington, H.B.",1997,no article title available,Jour. Paleontology,Jour. Paleontology,71,5,891,,, 
8933,"Kummel, B.",1970,no article title available,Univ of KS:Dept of Geology:Special Pub 4,Univ of KS:Dept of Geology:Special Pub 4,,,185,89,, 
8947,"Goldfuss, G.A.",1833,no article title available,"Petrefacta Germaniae,","Petrefacta Germaniae,",1,,181,,, 
8949,"Goldfuss, G.A.",1838,no article title available,Nova.Act.Ac.Leop.,Nova.Act.Ac.Leop.,19,,343,,, 
9038,"Wood, E.",1901,no article title available,Am.Jour.Sci.,Am.Jour.Sci.,12,,297,,, 
7757,"Hudson, H.G.",1916,no article title available,New York State Mus. Bull.,New York State Mus. Bull.,,,121,6,, 
8697,"Gordon, C.M.",1991,no article title available,Jour.Geol.Soc.Jamaica,Jour.Geol.Soc.Jamaica,28,,39,,, 
4695,"Shaw, F. C.",2000,no article title available,Bulletin Czech Geol. Survey,Bulletin Czech Geol. Survey,4,4,381,,, 
5873,"Evitt, W.R.",1953,no article title available,Jour.Paleontology,Jour.Paleontology,27,1,35,,, 
5882,"Barton, D.C.",1913,"A new genus of the Cheiruridae, with descriptions of some new species",Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,54,21,550,551,, 
1823,"Whittington, H.B.",1956,no article title available,Jour. Paleontology,Jour. Paleontology,30,1,106,107,, 
2151,"Campbell, K.S.W.",1967,Trilobites of the Henryhouse Formation (Silurian) in Oklahoma,Oklahoma Geol.Survey Bull 115,Oklahoma Geol.Survey Bull 115,,,41,42,, 
3552,"Cushman, J.A.",1905,no article title available,Am.Naturalist,Am.Naturalist,39,462,383,,, 
1407,"Shaw, A.B.",1957,no article title available,Jour.Paleontology,Jour.Paleontology,31,4,786,,, 
6048,"Kjellesvig-Waering, E.N.",1948,no article title available,"Illinois Scientific Papers,","Illinois Scientific Papers,",3,4,24,27,, 
873,"Hall, J.",1859,Contributions to the Palaeontology of New York,"Twelfth Ann.Rpt. N.Y.State Cab.Nat.Hist.,","Twelfth Ann.Rpt. N.Y.State Cab.Nat.Hist.,",186,186,56,57,, 
1331,"Allmon, W.D.",1996,"Systematics and evolution of Cenozoic American Turritellidae (Mollusca: Gastropoda) I: Paleocene and Eocene Coastal Plain Species related to ""Turritella mortoni conrad"" and ""Turritella humerosa conrad""","Palaeontographica Americana,","Palaeontographica Americana,",59,59,118,,, 
5261,"Meek, F.B. and A.H. Worthen",1868,no article title available,Acad.Nat.Sci.Philadelphia Proc.,Acad.Nat.Sci.Philadelphia Proc.,,,353,,, 
14155,Raymond P.E.,1931,"Notes on invertebrate fossils, with descriptions of new species",,,,,,,, 
1414,"Lochman, C.",1938,no article title available,"Jour.Paleontology,","Jour.Paleontology,",12,5,474,,, 
3111,"Hyatt, A.",1891,no article title available,Geological Survey of Texas (1890),Geological Survey of Texas (1890),,,337,339,, 
1422,"Miller, A.K. and Youngquist, W.",1949,American Permian Nautiloids,Geol. Soc. Amer. Mem. 41,Geol. Soc. Amer. Mem. 41,,,34,36,, 
4158,"Walcott, C.D.",1890,no article title available,U.S.Geol.Survey Annual Rept.,U.S.Geol.Survey Annual Rept.,10,10,603,604,, 
2581,"Stose, G.W.",1894,no article title available,Proc.Boston Soc.Nat.Hist.,Proc.Boston Soc.Nat.Hist.,26,,369,371,, 
2623,"Woodward, H.",1870,no article title available,Quart.Journal Geol.Soc.London,Quart.Journal Geol.Soc.London,26,,486,488,, 
14534,"Whittington, H.B.",1963,"Middle Ordovician trilobites from Lower Head, western Newfoundland",,,,,,,, 
3732,"Raymond, P.E.",1913,no article title available,Ottawa Naturalist,Ottawa Naturalist,27,27,102,,, 
2668,"Cleaves, A.B.",1935,"Middle Devonian Branchiopod from Perry County, Pennsylvania",Jour.Paleontology,Jour.Paleontology,9,1,6,,, 
2709,"Foerste, A.F.",1920,no article title available,Denison Univ.Sci.Lab.Bull.,Denison Univ.Sci.Lab.Bull.,19,,196,,, 
2714,"House, M.R.",1965,no article title available,"Philo. Trans. Royal Soc. London,","Philo. Trans. Royal Soc. London,",250,763,115,117,, 
2733,"Macurda, D.B.",1965,no article title available,Jour.Paleontology,Jour.Paleontology,39,6,1215,,, 
2740,"Walcott, C.D.",1916,no article title available,Smithsonian Misc.Colln.,Smithsonian Misc.Colln.,64,5,351,352,, 
1897,"Boucot, A. and Thompson, Jr., A.",1963,no article title available,Geol.Soc.Amer.Bull,Geol.Soc.Amer.Bull,74,,1321,2,, 
6394,"Mcalester, A.L.",1965,no article title available,Palaeontology,Palaeontology,8,,242,,, 
7427,"Agassiz, L.",1840,no article title available,Catalogus Systematicus Ectyporum Echinodermatum Fossilum Musei Neocomensis,Catalogus Systematicus Ectyporum Echinodermatum F,,,2,,, 
6107,"Smith, J.P.",1914,Mid Triassic Marine Inv. Fauna of N. America,U.S.Geol.Survey Prof.Paper #83 Mid Triassic Marine Inv. Fauna of N. America,U.S.Geol.Survey Prof.Paper #83 Mid Triassic Marin,,,136,137,, 
8255,"Hyatt, A.",1875,no article title available,"Proc. Boston Soc. Nat. Hist, v.XVII","Proc. Boston Soc. Nat. Hist, v.XVII",,,370,,, 
7884,"Kummel, B. and S. Sakagami",1960,"Mid-Scythian ammonites from Iwai formation, Japan","Breviora,","Breviora,",126,126,9,10,, 
6478,"Baas, D.E. Briggs, van Heemst, A. Kear and J. de Leeuw",1995,no article title available,"Geochimica et Cosmochimica Acta,","Geochimica et Cosmochimica Acta,",59,5,948,,, 
7756,"Raymond, P.E.",1912,no article title available,"Ottawa Naturalist,","Ottawa Naturalist,",26,26,105,,, 
9466,"Waller, T.R. and Stanley, G.D.",2005,no article title available,"Jour. Paleontology,","Jour. Paleontology,",1,1,23,24,, 
2042,"Cooper, G.A.",1931,no article title available,Jour.Paleontology,Jour.Paleontology,5,2,129,131,, 
4635,Joachim Barrande,1877,no article title available,Systeme Silurien du Centre de la Boheme Suppleme,Systeme Silurien du Centre de la Boheme Suppleme,,,116,117,, 
862,"Gould, S.J.",1984,no article title available,Paleobiology,Paleobiology,10,2,193,194,, 
4762,"Brower, J.C.",2007,no article title available,Jour. Paleontology,Jour. Paleontology,6,6,1286,,, 
4869,"Miller, S.A.",1880,no article title available,Cincinnati Soc.Nat.Hist.Jour.,Cincinnati Soc.Nat.Hist.Jour.,2,4,218,,, 
1883,"Jackson, R.T.",1929,no article title available,Belgique Mus.Royal Nat.Hist.Mem.,Belgique Mus.Royal Nat.Hist.Mem.,38,38,56,67,, 
3383,"Resser, C.E.",1935,no article title available,"Smithsonian Misc. Collections,","Smithsonian Misc. Collections,",93,5,19,,, 
4475,"Shaw, F.C. and Lesperance, P.J.",1994,no article title available,"Jour.Paleontology,","Jour.Paleontology,",68,4,812,813,, 
4000,"Kummel, B. and Erben, H.K.",1968,no article title available,"Palaeontographica,","Palaeontographica,",129,,126,,, 
1221,"Teichert, C., B. Kummel and W. Sweet",1973,"Permian-Triassic strata, Kuh-E-Ali Bashi, northwestern Iran","Bull. of the MCZ,","Bull. of the MCZ,",145,8,408,9,, 
2180,"Young, J.A.,Jr.",1942,no article title available,"Journal of Paleontology,","Journal of Paleontology,",16,1,123,,, 
2257,"Whittington, H.B.",0,no article title available,Jour. Paleontology,Jour. Paleontology,35,3,438,439,, 
2329,"Cloud, P.E.",1942,Terebratuloid Brachiopoda of the Silurian and Devonian,Geol.Soc.Amer.Spec.Paper 38 Geol.Soc.Amer.Spec.Paper 38,Geol.Soc.Amer.Spec.Paper 38 Geol.Soc.Amer.Spec.Pa,,,111,8,, 
4899,"Clark, W.B. and Twitchell, M.W.",1915,no article title available,U.S.Geol.Survey Mon.,U.S.Geol.Survey Mon.,54,,,,, 
866,"Clark, T.H.",1935,no article title available,Jour. Paleontology,Jour. Paleontology,9,,241,,, 
878,"Foerste, A.F.",1925,no article title available,Denison Univ.Sci.Lab.Jour.,Denison Univ.Sci.Lab.Jour.,21,1,55,,, 
2683,William More Gabb,1869,Descriptions of some secondary fossils from the Pacific states,"Amer.Jour.Conchology,","Amer.Jour.Conchology,",5,1,7,8,, 
